BOR;AN;FI;GRP;FI_EJ;REG;DEP;TSANT;STJ;STJR;CAT;CATR;ESPIC;MFT;CCR;VAGUE;NAT;SIR;RS;COMPRS;NUMVOI;TYPVOI;ADRVOIENOM;COMPDist;ADRBP;ADRCPOST;ADRLIBCOM;COMINSEE;NUMTEL;ARM
IDB;2013;030783989;24;030780100;83;03;83S0000001;13;1;355;PLU10;1;5;;0;0;26030017300085;CTRE DE PEDOPSYCHIATRIE JEAN BILLAUD;CENTRE HOSPITALIER DE MONTLUÇON;5;R;JEAN BILLAUD;;;03109;MONTLUCON CEDEX;03185;;
IDB;2013;030785042;24;030780118;83;03;83S0000001;13;1;355;PLU10;1;5;;0;0;26030026400116;HOPITAL DE JOUR - VICHY-OUEST-;;19;R;JEANNE D'ARC;;;03200;VICHY;03310;;
IDB;2013;030785869;24;030780118;83;03;83S0000001;13;1;355;PLU10;1;1;;0;0;26030026400124;HL DE JOUR ET CTRE POST CURE VICHY EST;;5;R;BARDIAUX;;;03200;VICHY;03310;;
IDB;2013;030785877;24;030780118;83;03;83S0000001;13;1;355;PLU10;1;1;;0;0;26030026400132;CTRE POST CURE MALADES MENTAUX;;12;R;CHARLES LOUIS PHILIPPE;;SITE ARLOING;03300;CUSSET;03095;;
IDB;2013;030785885;24;030780118;83;03;83S0000001;13;1;355;PLU10;1;4;;0;0;26030026400140;HOPITAL DE JOUR -PSY INFANTJUV-;;8;R;DU CHATEAU D'EAU;VILLA MADJEAN;;03200;VICHY;03310;;
IDB;2013;040780124;02;;93;04;;13;;106;;1;1;;1;1;;HOPITAL LOCAL DIEUDONNE COLLOMP BANON;;;;DE FORCALQUIER;;;04150;BANON;04018;0492732100;
IDB;2013;040780132;02;;93;04;;13;;106;;1;5;;1;1;;HOPITAL LOCAL GROUES DE BARCELONNETTE;;;;MAURIN;;;04400;BARCELONNETTE;04019;0492810066;
IDB;2013;040780140;02;;93;04;;13;;106;;1;4;;1;1;;HOPITAL LOCAL DE CASTELLANE;;;;SAINT MICHEL;;;04120;CASTELLANE;04039;0492839800;
IDB;2013;040780173;02;;93;04;;13;;106;;1;4;;1;1;;HOPITAL LOCAL GLANDEVES D'ENTREVAUX;;;;DE GLANDEVES;;;04320;ENTREVAUX;04076;0493053838;
IDB;2013;040780181;02;;93;04;;13;;106;;1;4;;1;1;;HOPITAL LOCAL ST MICHEL DE FORCALQUIER;;;;EUGENE BERNARD;;;04300;FORCALQUIER;04088;0492702900;
IDB;2013;040780199;02;;93;04;;13;;106;;1;4;;1;1;;HOPITAL LOCAL SAINTE ANNE DE JAUSIERS;;;;SAINTE ANNE;;;04850;JAUSIERS;04096;0492810610;
IDB;2013;040780207;02;;93;04;;13;;106;;1;4;;1;1;;HOPITAL LOCAL DES MEES;;;;DES PRES D'ASTRUC;;;04190;LES MEES;04116;0492300347;
IDB;2013;040780215;02;;93;04;;13;;355;;1;4;;1;1;;CENTRE HOSPITALIER DE MANOSQUE;;;;AUGUSTE GIRARD;;BP 108;04101;MANOSQUE CEDEX;04112;0492734210;
IDB;2013;040780231;02;;93;04;;13;;106;;1;4;;1;1;;HOPITAL LOCAL LUMIERE DE RIEZ;;;;EMILE BOUTEUIL;;;04500;RIEZ;04166;0492701016;
IDB;2013;040780249;02;;93;04;;13;;106;;1;4;;1;1;;HOPITAL LOCAL ST JACQUES SEYNE LES ALP;;;;DU MAZEL;;;04140;SEYNE LES ALPES;04205;0492309494;
IDB;2013;040787772;24;040788879;93;04;93S0000001;13;1;430;PLU10;1;4;;0;0;26040358900054;CENTRE DE REEDUCATION LA CLE;;;QUA;SAINT CHRISTOPHE;;BP 213;04003;DIGNE LES BAINS CEDEX;04070;;
IDB;2013;040788879;02;;93;04;;13;;355;;1;1;;1;1;;CENTRE HOSPITALIER DE DIGNE LES BAINS;;;;SAINT CHRISTOPHE;;BP 213;04003;DIGNE LES BAINS CEDEX;04070;0492301403;
IDB;2013;050000108;02;;93;05;;13;;106;;1;5;;1;1;;HOPITAL LOCAL D'AIGUILLES;;;;SAINT JACQUES;;;05470;AIGUILLES;05003;0492467018;
IDB;2013;050000116;02;;93;05;;13;;355;;1;4;;1;1;;CH DES ESCARTONS DE BRIANCON;;;;ADRIEN DAURELLE;;;05105;BRIANCON CEDEX;05023;0492252525;
IDB;2013;050000124;02;;93;05;;13;;355;;1;4;;1;1;;CENTRE HOSPITALIER D'EMBRUN;;;;PIERRE ET MARIE CURIE;;;05200;EMBRUN;05046;0492437302;
IDB;2013;050002369;24;050007145;93;05;93S0000002;11;1;156;PLU10;1;4;;0;0;;CMP HELENE CHAIGNEAU;;33;AV;DU COMMANDANT DUMONT;;;05000;GAP;05061;;
IDB;2013;050002948;02;;93;05;;14;;355;;1;4;;2;1;;CHI DES ALPES DU SUD;;;;AUGUSTE MURET;;BP 101;05007;GAP CEDEX;05061;0492406102;
IDB;2013;050003748;24;050007145;93;05;93S0000002;11;1;355;PLU10;1;1;;0;0;20003015300015;LE CORTO MALTESE PSY INFANTO JUVENILE;;4951;AV;EMILE DIDIER;;;05000;GAP;05061;;
IDB;2013;050005271;24;050007145;93;05;93S0000002;11;1;355;PLU10;1;4;;0;0;;HJ LES ISLES PSY INFANTO JUVENILE;;11;R;DU MOULIN;;;05300;LARAGNE MONTEGLIN;05070;;
IDB;2013;050007145;02;;93;05;;11;;355;;1;4;;1;1;;CENTRE HOSPITALIER BUECH DURANCE;;;;DU DR PROVANSAL;;;05300;LARAGNE MONTEGLIN;05070;0492655120;
IDB;2013;050007202;24;050007145;93;05;93S0000002;11;1;425;PLU10;1;5;;0;0;;CATTP HELENE CHAIGNEAU;;33;AV;DU COMMANDANT DUMONT;;;05000;GAP;05061;;
IDB;2013;050007210;24;050007145;93;05;93S0000002;11;1;425;PLU10;1;4;;0;0;;CMP CATTP LE CLUB;;15;AV;ARTHUR AUDIBERT;;;05300;LARAGNE MONTEGLIN;05070;;
IDB;2013;050007228;24;050007145;93;05;93S0000002;11;1;156;PLU10;1;4;;0;0;;CMP LE CLUB;;15;AV;ARTHUR AUDIBERT;;;05300;LARAGNE MONTEGLIN;05070;;
IDB;2013;050007236;24;050007145;93;05;93S0000002;11;1;156;PLU10;1;5;;0;0;;CMP PETIT NICE;;;R;DE LA LIBERTE;;;05200;EMBRUN;05046;;
IDB;2013;050007244;24;050007145;93;05;93S0000002;11;1;425;PLU10;1;4;;0;0;;CATTP PETIT NICE;;;R;DE LA LIBERTE;;;05200;EMBRUN;05046;;
IDB;2013;050007251;24;050007145;93;05;93S0000002;11;1;156;PLU10;1;1;;0;0;;CMP VEYNES;;2   B;R;DE PICASSO;;;05400;VEYNES;05179;;
IDB;2013;050007269;24;050007145;93;05;93S0000002;11;1;425;PLU10;1;5;;0;0;;CATTP VEYNES;;2   B;R;DE PICASSO;;;05400;VEYNES;05179;;
IDB;2013;050007277;24;050007145;93;05;93S0000002;11;1;156;PLU10;1;5;;0;0;;CMP LE RELAIS;;5;R;DU CAPITAINE DE BRESSON;;;05000;GAP;05061;;
IDB;2013;050007285;24;050007145;93;05;93S0000002;11;1;425;PLU10;1;4;;0;0;;ATELIER THERAPEUTIQUE ESPACES VERTS;;14;R;DU MOULIN LA GRANGE;;;05300;LARAGNE MONTEGLIN;05070;;
IDB;2013;050007293;24;050007145;93;05;93S0000002;11;1;425;PLU10;1;4;;0;0;;ATELIER THERAPEUTIQUE L'AUJOUR;;26;R;VILLAROBERT;;;05000;GAP;05061;;
IDB;2013;050007301;24;050007145;93;05;93S0000002;11;1;156;PLU10;1;1;;0;0;;CMP ADOS LADOUCETTE;;1   B;R;CARNOT;;;05000;GAP;05061;;
IDB;2013;050007319;24;050007145;93;05;93S0000002;11;1;425;PLU10;1;4;;0;0;;CATTP ADOS LADOUCETTE;;1   B;R;CARNOT;;;05000;GAP;05061;;
IDB;2013;060003621;08;;93;06;;79;;699;;0;4;;1;1;;CENTRE HAUTE ENERGIE;DOCS PINTO MORO JEANDON FAUCHON;;;PASTEUR;;;06000;NICE;06088;0493538700;
IDB;2013;060006889;02;;93;06;;14;;106;;1;5;;1;1;;HOPITAUX DE LA VESUBIE;;;;DU DOCTEUR ROQUES;;;06450;ROQUEBILLIERE;06103;0493034364;
IDB;2013;060019262;25;060800174;93;06;93S0000003;63;3;161;PLU10;6;4;;0;0;77555200300011;HJ CAGNES SUR MER;;35;AV;DE LA GARE;;;06800;CAGNES SUR MER;06027;;
IDB;2013;060019551;08;;93;06;;85;;699;;0;5;;1;1;;SELARL CENTRE AZUREEN DE CANCEROLOGIE;;;;DU DOCTEUR JL BROQUERIE;SITE CLINIQUE PLEIN CIEL;;06250;MOUGINS;06085;0492926500;
IDB;2013;060019643;35;630786754;93;06;93S0000003;60;3;156;PLU10;6;4;;0;0;;C.M.P. DU CHS SAINTE MARIE;;;PL;GENERAL DE GAULLE;;PUGET THENIERS;06260;PUGET THENIERS;06099;0493050099;
IDB;2013;060019650;35;630786754;93;06;93S0000003;60;3;156;PLU10;6;4;;0;0;;CENTRE MEDICO PSYCHOLOGIQUE;CENTRE JEAN CHANTON;;BD;DR RENE ROQUES;;ROQUEBILLIERE;06450;ROQUEBILLIERE;06103;0493034364;
IDB;2013;060019957;24;060780988;93;06;93S0000003;13;1;156;PLU10;1;4;;0;0;;CMP LE SHOAN;;27;AV;ISOLA  BELLA;de la libération;;06400;CANNES;06029;;
IDB;2013;060019965;24;060780954;93;06;93S0000003;13;1;156;PLU10;1;4;;0;0;;CMP CH ANTIBES;;3;AV;MIRABEAU;;;06600;ANTIBES;06004;;
IDB;2013;060019973;25;060800174;93;06;93S0000003;63;3;161;PLU10;6;5;;0;0;;HJ LENVAL SECTEUR 06I04;;57;AV;DE LA CALIFORNIE;;;06000;NICE;06088;0492030392;
IDB;2013;060019981;25;060800174;93;06;93S0000003;63;3;156;PLU10;6;4;;0;0;;CMP LA TRINITE;;4;AV;DU CHATEAU;;;06340;LA TRINITE;06149;0493895406;
IDB;2013;060020005;25;060800174;93;06;93S0000003;63;3;156;PLU10;6;4;;0;0;;CMP COSTANZO;;13;R;GEORGES VILLE;;;06000;NICE;06088;0493895406;
IDB;2013;060020013;24;060785011;93;06;93S0000003;15;1;156;PLU10;1;4;;0;0;;CMP LE PROMONTOIRE;;9;R;DE L'ARGILAC;;;06510;CARROS;06033;;
IDB;2013;060020021;35;630786754;93;06;93S0000003;60;3;156;PLU10;6;4;;0;0;;CMP HLM POINT DU JOUR;;341;AV;DU GAL LECLERC;;;06700;ST LAURENT DU VAR;06123;;
IDB;2013;060020047;35;630786754;93;06;93S0000003;60;3;156;PLU10;6;4;;0;0;;C.M.P. LE REMBRANDT;;58;BD;DELFINO;;;06000;NICE;06088;0492002030;
IDB;2013;060020054;24;060780954;93;06;93S0000003;13;1;156;PLU10;1;4;;0;0;;CMP VALLAURIS;;;R;DU STADE;;;06220;VALLAURIS;06155;;
IDB;2013;060020666;35;630786754;93;06;93S0000003;60;3;415;PLU10;6;1;;0;0;;MAISON D'ARRET CHS SAINTE MARIE;;12;R;DE LA GENDARMERIE;;;06300;NICE;06088;;
IDB;2013;060022951;06;;93;06;;75;;699;;0;5;;1;1;;CENTRE DE NEPHROLOGIE;B. BRAUN AVITUM FRANCE;;;DE NICE;;LA FONTONNE;06600;ANTIBES;06004;0493951293;
IDB;2013;060780327;02;;93;06;;13;;106;;1;4;;1;1;;HOPITAL LOCAL ST MAUR ST ETIENNE TINEE;;;;DROITE;;;06660;ST ETIENNE DE TINEE;06120;0493232828;
IDB;2013;060780657;02;;93;06;;13;;106;;1;0;;1;1;;HOPITAL LOCAL DE BREIL SUR ROYA;;;;CORDIER;;;06540;BREIL SUR ROYA;06023;0493043700;
IDB;2013;060780780;02;;93;06;;13;;106;;1;0;;1;1;;HL DU PAYS DE LA ROUDOULE A PUGET;;;;CONDAMINES;;;06260;PUGET THENIERS;06099;0493050030;
IDB;2013;060780814;02;;93;06;;11;;355;;1;9;;1;1;;CTRE REEDUC CARDIO RESP VAL GORBIO;;;;VAL DE GORBIO;;BP 139;06504;MENTON CEDEX;06083;0492417921;
IDB;2013;060780897;02;;93;06;;13;;355;;1;0;;1;1;;CENTRE HOSPITALIER DE GRASSE;;;;DE CLAVARY;;BP 53149;06135;GRASSE CEDEX;06069;0493095101;
IDB;2013;060780905;02;;93;06;;13;;106;;1;0;;1;1;;HOPITAL LOCAL SAINT ELOI DE SOSPEL;;;;SAINT FRANCOIS;;;06380;SOSPEL;06136;0493043030;
IDB;2013;060780921;02;;93;06;;13;;106;;1;0;;1;1;;HOPITAL LOCAL SAINT LAZARE DE TENDE;;;;SPEGGI;;;06430;TENDE;06163;0493046227;
IDB;2013;060780954;02;;93;06;;13;;355;;1;0;;1;1;;CH D'ANTIBES JUAN LES PINS;;;;NATIONALE 7;;;06600;ANTIBES;06004;0497247890;
IDB;2013;060780962;08;;93;06;;61;;131;;6;1;;2;1;;CENTRE ANTOINE LACASSAGNE;;;;DE VALOMBROSE;;;06189;NICE CEDEX 2;06088;0492031503;
IDB;2013;060780988;02;;93;06;;13;;355;;1;0;;1;1;;CH PIERRE NOUVEAU CANNES;;;;DES BROUSSAILLES;;CS 50008;06414;CANNES CEDEX;06029;0493697001;
IDB;2013;060781010;02;;93;06;;13;;355;;1;1;;1;1;;CENTRE HOSPITALIER DE VALLAURIS;;;;ST ROCH;;BP 249;06227;VALLAURIS CEDEX;06155;0493647200;
IDB;2013;060781069;25;060800174;93;06;93S0000003;63;3;161;PLU10;6;1;;0;0;77555200300045;HJ COSTANZO;;13;R;GEORGES VILLE;;;06000;NICE;06088;0493895406;
IDB;2013;060785011;02;;93;06;;15;;101;;1;0;;2;1;;CTRE HOSPITALIER UNIVERSITAIRE DE NICE;;;;REINE VICTORIA;;BP 1179;06003;NICE CEDEX 1;06088;0492034511;
IDB;2013;060787587;35;630786754;93;06;93S0000003;60;3;156;PLU10;6;1;;0;0;77563330800397;C.M.P. MENTON SAINT MICHEL;;16;R;PRATO;;;06500;MENTON;06083;0492104949;
IDB;2013;060787678;25;060800174;93;06;93S0000003;63;3;156;PLU10;6;1;;0;0;;CMP MENTON;;40;R;PARTOUNEAU;;;06500;MENTON;06083;0493571873;
IDB;2013;060787686;35;630786754;93;06;93S0000003;60;3;156;PLU10;6;1;;0;0;;C.M.P BEAUSOLEIL;;5;AV;DE VILAINE;;;06240;BEAUSOLEIL;06012;0493780807;
IDB;2013;060787769;25;060800174;93;06;93S0000003;63;3;156;PLU10;6;1;;0;0;34300074100029;CMP CAGNES SUR MER;;35;AV;DE LA GARE;;;06800;CAGNES SUR MER;06027;0492020828;
IDB;2013;060787777;24;060780988;93;06;93S0000003;13;1;156;PLU10;1;0;;0;0;26060020000083;CMP LES VIOLETTES;;14;R;DE LYON;;;06400;CANNES;06029;;
IDB;2013;060787785;25;060800174;93;06;93S0000003;63;3;156;PLU10;6;1;;0;0;;CMP PLACE DU CARRET;;;;VIEUX NICE;;;06300;NICE;06088;0493620101;
IDB;2013;060787793;25;060800174;93;06;93S0000003;63;3;156;PLU10;6;1;;0;0;;CMP DE CARROS;;;R;DES ABEILLES;;;06510;CARROS;06033;0493291427;
IDB;2013;060787801;24;060780897;93;06;93S0000003;13;1;156;PLU10;1;0;;0;0;;CMP HOPITAL LE PETIT PARIS;;78;BD;VICTOR HUGO;;;06130;GRASSE;06069;;
IDB;2013;060787819;24;060780954;93;06;93S0000003;13;1;156;PLU10;1;0;;0;0;;CMP DE VENCE;;9;AV;de la Résistance Le Riou;;;06140;VENCE;06157;;
IDB;2013;060787827;35;630786754;93;06;93S0000003;60;3;156;PLU10;6;1;;0;0;77563330800405;C.M.P. MICHEL ANGE;;36;R;LAMARTINE;;;06100;NICE;06088;0493525822;
IDB;2013;060787835;35;630786754;93;06;93S0000003;60;3;156;PLU10;6;1;;0;0;77563330800413;C.M.P. STE AGATHE;;6;BD;GENERAL DELFINO;;;06300;NICE;06088;0493550157;
IDB;2013;060787876;35;630786754;93;06;93S0000003;60;3;156;PLU10;6;1;;0;0;77563330800421;CENTRE MEDICO PSYCHOLOGIQUE;;4;R;LEPANTE;;;06000;NICE;06088;0493853010;
IDB;2013;060788239;35;630786754;93;06;93S0000003;60;3;156;PLU10;6;1;;0;0;77563330800439;C.M.P.LES EAUX VIVES;;6;R;DE LA GENDARMERIE;;;06000;NICE;06088;0493625501;
IDB;2013;060788254;25;060800174;93;06;93S0000003;63;3;156;PLU10;6;1;;0;0;;CMP DU PARC;;18;AV;GAY;;;06000;NICE;06088;0493876998;
IDB;2013;060788262;24;060785011;93;06;93S0000003;15;1;156;PLU10;1;0;;0;0;77555200300201;CMP HLM LES MOULINS;;;BD;PAUL MONTEL;IMMEUBLE LE SAVOIE BAT 6 ESC 5;;06200;NICE;06088;;
IDB;2013;060788304;24;060780954;93;06;93S0000003;13;1;156;PLU10;1;0;;0;0;;CMP CH ANTIBES;;2067;CHE;de St Claude;;;06600;ANTIBES;06004;;
IDB;2013;060788320;24;060780988;93;06;93S0000003;13;1;156;PLU10;1;0;;0;0;26060020000091;CMP LA CITADELLE;;10;R;DU MT CHEVALIER;;;06400;CANNES;06029;;
IDB;2013;060788338;24;060780988;93;06;93S0000003;13;1;156;PLU10;1;0;;0;0;26060020000109;CMP LES 4 COINS;;124;AV;MICHEL JOURDAN;;;06150;CANNES LA BOCCA;06029;;
IDB;2013;060788379;35;630786754;93;06;93S0000003;60;3;156;PLU10;6;1;;0;0;;CMP CAGNES SUR MER;;65;AV;DE LA GARE;;;06800;CAGNES SUR MER;06027;;
IDB;2013;060788577;35;630786754;93;06;93S0000003;60;3;156;PLU10;6;1;;0;0;77563330800447;C.M.P. JOFFRE;;51;AV;JOFFRE;;;06000;NICE;06088;0493878027;
IDB;2013;060788759;25;060800174;93;06;93S0000003;63;3;161;PLU10;6;1;;0;0;;HJ LENVAL SECTEUR 06I03;;57;;AVE DE LA CALIFORNIE;;;06200;NICE;06088;0493860386;
IDB;2013;060789203;25;060800174;93;06;93S0000003;63;3;156;PLU10;6;1;;0;0;;CMP L'AMARANTE;;54;BD;PAUL MONTEL;;;06200;NICE;06088;0493189559;
IDB;2013;060790540;06;;93;06;;60;;699;;7;5;;1;1;;AGAHTIR;;;;LA VALLIERE BAT 3;;;06730;ST ANDRE DE LA ROCHE;06114;0493263232;
IDB;2013;060790797;06;;93;06;;60;;699;;7;5;;1;1;;ASSOCIATION DES AMIS DE LA TRANSFUSION;INSTITUT ARNAULT TZANCK;;;DU DOCTEUR MAURICE DONAT;;;06702;ST LAURENT DU VAR CEDEX;06123;0492273705;
IDB;2013;060791472;25;060800174;93;06;93S0000003;63;3;161;PLU10;6;1;;0;0;;HJ LA CARAVELLE;ENTREE PARC DU CHATEAU;;MTE;EBERLE;;;06300;NICE;06088;0493926465;
IDB;2013;060791761;02;;93;06;;13;;355;;1;0;;1;1;;CH LA PALMOSA DE MENTON;;;;ANTOINE PEGLION;;BP 189;06507;MENTON CEDEX;06083;0493287201;
IDB;2013;060793908;25;060800174;93;06;93S0000003;63;3;161;PLU10;6;1;;0;0;;HJ INTERSECTORIEL POUR ADOLESCENTS;;57;AV;DE LA CALIFORNIE;;;06200;NICE;06088;0492030429;
IDB;2013;070000211;02;;82;07;;13;;106;;1;0;;1;1;;HOPITAL LOCAL DE SERRIÈRES;;;;HELVETIA;;;07340;SERRIERES;07313;0475694200;
IDB;2013;070001649;08;;82;07;;85;;698;;0;5;;1;1;;SELARL IMAGERIE MÉDICALE ET RADIOTH;;;;CHARLES DE GAULLE;;;07500;GUILHERAND GRANGES;07102;;
IDB;2013;070002399;35;630786754;82;07;82S0000005;60;3;156;PLU10;6;1;;0;0;;CMP ADULTES PRIVAS;;33;AV;DE CHOMERAC;;;07000;PRIVAS;07186;0475645420;
IDB;2013;070002878;02;;82;07;;14;;355;;1;0;;1;1;;CH DES VALS D'ARDÈCHE;;;;PASTEUR;;BP 707;07007;PRIVAS CEDEX;07186;0475202000;
IDB;2013;070003058;35;630786754;82;07;82S0000004;60;3;156;PLU10;6;1;;0;0;77563330800058;CMP ADULTES;;1   B;R;DU DOCTEUR TOURASSE;;;07320;ST AGREVE;07204;;
IDB;2013;070003108;35;630786754;82;07;82S0000005;60;3;366;PLU10;6;1;;0;0;77563330801452;CATTP ADULTES TOURNON;;47;AV;DU 8 MAI 1945;;;07300;TOURNON SUR RHONE;07324;;
IDB;2013;070003199;35;630786754;82;07;82S0000005;60;3;156;PLU10;6;1;;0;0;77563330800058;CMP ADULTES LE CHEYLARD;;;AV;DE LA LIBERATION;;;07160;LE CHEYLARD;07064;;
IDB;2013;070003249;35;630786754;82;07;82S0000005;60;3;425;PLU10;6;1;;0;0;77563330801445;CATTP ADULTES PRIVAS;;;CRS;DU TEMPLE;;;07000;PRIVAS;07186;;
IDB;2013;070003298;35;630786754;82;07;82S0000005;60;3;425;PLU10;6;1;;0;0;77563330801437;CATTP ADULTES PRIVAS;;;PL;DE L'HOTEL DE VILLE;;;07000;PRIVAS;07186;;
IDB;2013;070003348;35;630786754;82;07;82S0000005;60;3;425;PLU10;6;1;;0;0;77563330801411;CATTP ADULTES AUBENAS;NOTRE DAME DU SION;6;ALL;DE SION;;;07200;AUBENAS;07019;;
IDB;2013;070003389;35;630786754;82;07;82S0000005;60;3;425;PLU10;6;1;;0;0;77563330801403;CATTP ADULTES LARGENTIERE;;5;R;JEAN JAURES;;;07110;LARGENTIERE;07132;;
IDB;2013;070003439;35;630786754;82;07;82S0000005;60;3;425;PLU10;6;1;;0;0;77563330801460;CATTP ADULTES LE TEIL;;;;COUR ASTIER;;;07400;LE TEIL;07319;;
IDB;2013;070003488;35;630786754;82;07;82S0000005;60;3;156;PLU10;6;1;;0;0;77563330800058;CMP ADULTES LES VANS;;;AV;FERDINAND NADAL;;;07140;LES VANS;07334;;
IDB;2013;070004593;35;630786754;82;07;82S0000005;60;3;292;PLU10;6;1;;0;0;77563330801312;HOPITAL DE JOUR ADULTES LE TEIL;;45;BD;JEAN JAURES;;;07400;LE TEIL;07319;0475922134;
IDB;2013;070004742;02;;82;07;;14;;106;;1;0;;1;1;;HLI DE ROCHER-LARGENTIERE;;;;DES MARRONNIERS;;;07110;LARGENTIERE;07132;0475358300;
IDB;2013;070005046;35;630786754;82;07;82S0000005;60;3;292;PLU10;6;1;;0;0;77563330801320;HOPITAL DE JOUR PAUL-CLAUDE RACAMIER;;494;R;JEAN MOULIN;;;07500;GUILHERAND GRANGES;07102;0475818120;
IDB;2013;070005061;35;630786754;82;07;82S0000005;60;3;292;PLU10;6;1;;0;0;77563330800967;HOPITAL DE JOUR ADULTE AUBENAS;;6;ALL;DE SION;;;07200;AUBENAS;07019;0475358720;
IDB;2013;070005269;35;630786754;82;07;82S0000005;60;3;425;PLU10;6;1;;0;0;;CATTP ENFANTS LA PETITE BOBINE;;494;AV;JEAN MOULIN;;;07500;GUILHERAND GRANGES;07102;0475810388;
IDB;2013;070005277;35;630786754;82;07;82S0000005;60;3;156;PLU10;6;1;;0;0;77563330800058;CMP ENFANTS LAMASTRE;;18;R;FERDINAND HEROLD;RESIDENCE LE DOUX;;07270;LAMASTRE;07129;0475063351;
IDB;2013;070005285;35;630786754;82;07;82S0000005;60;3;156;PLU10;6;1;;0;0;77563330800058;CMP ENFANTS LE TEIL;;1   B;R;FOURRERON;;;07400;LE TEIL;07319;0475522962;
IDB;2013;070005293;35;630786754;82;07;82S0000005;60;3;156;PLU10;6;1;;0;0;77563330800058;CMP ENFANTS TOURNON;;31;AV;DU 8 MAI 1945;;;07300;TOURNON SUR RHONE;07324;0475072625;
IDB;2013;070005301;35;630786754;82;07;82S0000005;60;3;425;PLU10;6;1;;0;0;;CATTP ENFANTS PRIVAS;;35;AV;DE CHOMERAC;;;07000;PRIVAS;07186;0475645908;
IDB;2013;070005319;35;630786754;82;07;82S0000005;60;3;156;PLU10;6;1;;0;0;77563330800058;CMP ENFANTS LA VOULTE;;2;AV;ANTERIOU;;;07800;LA VOULTE SUR RHONE;07349;0475853145;
IDB;2013;070005335;35;630786754;82;07;82S0000005;60;3;156;PLU10;6;1;;0;0;77563330800058;CMP ENFANTS LES VANS;;;AV;FERDINAND NADAL;;;07140;LES VANS;07334;;
IDB;2013;070005558;02;;82;07;;14;;106;;1;0;;1;1;;HL INTCOM BOURG ST ANDEOL VIVIERS;;;;PAUL SEMARD;;BP 9;07700;BOURG ST ANDEOL;07042;;
IDB;2013;070005566;02;;82;07;;14;;355;;1;0;;2;1;;CH D'ARDECHE MERIDIONALE;;;;DE BELLANDE;;BP 146;07205;AUBENAS CEDEX;07019;0475356060;
IDB;2013;070006465;35;630786754;82;07;82S0000005;60;3;292;PLU10;6;1;;0;0;;HJ ENFANTS PRIVAS;;35;AV;DE CHOMÉRAC;;;07000;PRIVAS;07186;;
IDB;2013;070006812;35;630786754;82;07;82S0000005;60;3;425;PLU10;6;1;;0;0;;CATTP POUR ENFANTS -LE FIL DE SOI-;;;AV;JEAN MOULIN;;;07700;BOURG ST ANDEOL;07042;;
IDB;2013;070006820;35;630786754;82;07;82S0000004;60;3;425;PLU10;6;1;;0;0;;CATTP RESTAURANT THERAPEUTIQUE;;;R;ST PRIX BAROU;;BP 130;07100;ANNONAY;07010;;
IDB;2013;070006838;35;630786754;82;07;82S0000005;60;3;292;PLU10;6;1;;0;0;;HOPITAL DE JOUR VILLA SOPHIE;;10;R;DU DR BOURRET;;;07000;PRIVAS;07186;;
IDB;2013;070006846;35;630786754;82;07;82S0000005;60;3;292;PLU10;6;1;;0;0;;HJ ADULTES PRIVAS;;17;;COURS DU TEMPLE;;;07000;PRIVAS;07186;;
IDB;2013;070780101;02;;82;07;;13;;106;;1;0;;1;1;;HOPITAL LOCAL DE JOYEUSE;;;;DU DOCTEUR PIALAT;;;07260;JOYEUSE;07110;0475399730;
IDB;2013;070780119;02;;82;07;;13;;106;;1;0;;1;1;;HOPITAL LOCAL VALLON PT D'ARC;;;;LOUIS CLARON;;;07150;VALLON PONT D ARC;07330;0475884250;
IDB;2013;070780127;02;;82;07;;13;;106;;1;0;;1;1;;HL VILLENEUVE DE BERG;;;;DE L'HOPITAL;;;07170;VILLENEUVE DE BERG;07341;0475888025;
IDB;2013;070780150;02;;82;07;;13;;106;;1;0;;1;1;;HOPITAL LOCAL DU CHEYLARD;;;;FERNAND LAFONT;;;07160;LE CHEYLARD;07064;0475298600;
IDB;2013;070780218;02;;82;07;;13;;106;;1;0;;1;1;;HOPITAL LOCAL LES VANS;;;;DE JOYEUSE;;;07140;LES VANS;07334;0475378000;
IDB;2013;070780358;02;;82;07;;13;;355;;1;0;;1;1;;CH D'ARDÈCHE NORD;;;;DU BON PASTEUR;;BP 119;07103;ANNONAY CEDEX;07010;0475673500;
IDB;2013;070780366;02;;82;07;;13;;106;;1;0;;1;1;;HOPITAL LOCAL DE LAMASTRE;;;;DU DR ELYSEE CHARRA;;;07270;LAMASTRE;07129;0475061515;
IDB;2013;070780374;02;;82;07;;13;;106;;1;0;;1;1;;HL DE TOURNON;;;;DES ALPES;;BP 63;07301;TOURNON SUR RHONE CEDEX;07324;0475077507;
IDB;2013;070780382;02;;82;07;;13;;106;;1;0;;1;1;;HL DE ST FELICIEN;;;;;;LE VILLAGE;07410;ST FELICIEN;07236;0475060200;
IDB;2013;070780481;02;;82;07;;13;;106;;1;0;;1;1;;HL DE VERNOUX;;;;DE L'HÔPITAL;;;07240;VERNOUX EN VIVARAIS;07338;0475581143;
IDB;2013;070785183;35;630786754;82;07;82S0000004;60;3;156;PLU10;6;1;;0;0;77563330800058;CMP ADULTES ANNONAY;;;R;SAINT PRIX BAROU;;BP 130;07100;ANNONAY;07010;0475675555;
