BOR;AN;FI;RS;RSCOM;FI_EJ;GRP;STJ;STJR;CAT;CATR;ESPIC;MFT;CCR;NAT;SIR;REG;DEP;TSANT;COM;NOMCOM;ARM;CHLEJ0;FIPRE;ETAT_SAISIE;FINRAT;VAGUE;PROVENANCE;NUMVOI;TYPVOI;NOMVOI;BP;CPO;LIBCOM;COMPD;FILIALE0;SIRTET;RSTET;FIAUT1;RSAUT1;FIAUT2;RSAUT2;FIAUT3;RSAUT3;FIAUT4;RSAUT4;FIAUT5;RSAUT5;FIAUT6;RSAUT6;FIAUT7;RSAUT7;DADS_C1;DADS_C2;DADS_C3;DADS_C4;DADS_D1;MODEJ;TYPMD1;TYPMD2;TYPMD3;FIFU1;FIFU2;FIFU3;SCFU1;SCFU2;SCFU3
ID;2013;030001689;CENTRE DE RADIOTHERAPIE JOSEPH BELOT;;030005821;18;88;2;698;PLU10;0;5;x;0;77900840800014;83;03;83S0000001;03098;DESERTINES;;0;;6;030005821;1;1;8;R;AMBROISE CROIZAT;;03630;DESERTINES;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;030002208;CH DPT COEUR DU BOURBONNAIS;;030002158;04;11;1;355;PUB2;1;0;;0;26030501600016;83;03;83S0000001;03292;TRONGET;;0;;6;030002158;1;2;;;;LES COMBES;03240;TRONGET;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;030003669;UNITE DE DIALYSE DE MONTLUCON;USLD COURTAIS;630000990;07;60;3;146;PNL5;6;4;0;0;30537704600027;83;03;83S0000001;03185;MONTLUCON;;0;;6;630000990;1;1;95;AV;DES DROITS DE L'HOMME;;03100;MONTLUCON;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;030003719;UNITE DE DIALYSE DE MOULINS;CENTRE HOSPITALIER;630000990;07;60;3;146;PNL5;6;4;0;0;30537704600027;83;03;83S0000001;03190;MOULINS;;0;;6;630000990;1;1;10;AV;DU GENERAL DE GAULLE;BP 609;03006;MOULINS CEDEX;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;030003768;UNITE DE DIALYSE DE VICHY;;630000990;07;60;3;146;PNL5;6;4;0;0;30537704600027;83;03;83S0000001;03310;VICHY;;0;;6;630000990;1;1;54;BD;DENIERE;;03209;VICHY CEDEX;CENTRE HOSPITALIER;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;030780548;POLYCLINIQUE LA PERGOLA;;030000194;09;73;2;365;PLU4;0;5;5;0;97552086700022;83;03;83S0000001;03310;VICHY;;0;;6;;2;1;75;ALL;DES AILES;BP 2118;03205;VICHY CEDEX;;1;492879325;GROUPE VITALIA;;;;;;;;;;;;;;;975520867;97552086700022;;;0;0;;;;;;;;;
ID;2013;030781116;POLYCL. ST FRANCOIS-ST ANTOINE;Hôpital privé St François;030000426;09;73;2;365;PLU4;0;4;5;0;91725015100029;83;03;83S0000001;03098;DESERTINES;;0;;5;;2;1;8;R;AMBROISE CROIZAT;BP 35 03103 MONTLUCON CEDEX;03630;DESERTINES;;1;490291655;VITALIA SANTE MCO SAS;;;;;;;;;;;;;;;917250151;91725015100029;;;0;0;;;;;;;;;
ID;2013;030781637;SERVICE DE PSYCHIATRIE CHATELARD;CH DE MONTLUCON;030780100;14;13;1;355;PUB2;1;5;;0;26030017300069;83;03;83S0000001;03217;SAINT-ANGEL;;0;;6;030780100;1;1;;;;;03170;ST ANGEL;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;030785430;POLYCLINIQUE SAINT-ODILON;;030785422;09;73;2;128;PLU4;0;5;5;0;93565003600020;83;03;83S0000001;03190;MOULINS;;0;;6;;2;1;32;AV;PROFESSEUR E.SORREL;;03000;MOULINS;;0;;;;;;;;;;;;;;;;;935650036;;;;0;0;;;;;;;;;
ID;2013;040000028;HOPITAL DIEUDONNE COLLOMP BANON;;040780124;04;13;1;106;PUB2;1;5;;0;26040001500012;93;04;93S0000001;04018;BANON;;0;;7;040780124;1;1;;RTE;DE FORCALQUIER;;04150;BANON;;;;;;;;;;;;;;;;;;;;26040001500012;;;0;0;;;;;;;;;
ID;2013;040000036;CENTRE HOSPITALIER PIERRE GROUES DE BARCELONNETTE;;040780132;04;13;1;106;PUB2;1;4;;0;26040002300040;93;04;93S0000001;04019;BARCELONNETTE;;0;;7;040780132;1;1;8;R;MAURIN;;04400;BARCELONNETTE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;040000044;HOPITAL LOCAL DE CASTELLANE;;040780140;04;13;1;106;PUB2;1;1;;0;26040015500040;93;04;93S0000001;04039;CASTELLANE;;;;7;040780140;1;1;;;QUARTIER NOTRE AME;;04120;CASTELLANE;;;;;040780140;ETABLISSEMENT PUBLIC DE SANTE;040000044;MEDECINE;040000044;SERVICE DE SOINS DE SUITE;040785628;EHPAD;;;;;;;;26040015500040;;;;0;;;;;;;;;
ID;2013;040000051;HOPITAL LOCAL GLANDEVES D'ENTREVAUX;;040780173;04;13;1;106;PUB2;1;0;;0;26040007200013;93;04;93S0000001;04076;ENTREVAUX;;0;;7;040780173;1;1;;PARC;DE GLANDEVES;;04320;ENTREVAUX;;;;;040780173;;040785677;;;;;;;;;;;;260400072;26040007200013;26040007200039;26040007200021;0;0;;;;;;;;;
ID;2013;040000069;HOPITAL LOCAL ST MICHEL DE FORCALQUIER;;040780181;04;13;1;106;PUB2;1;4;;0;26040009800018;93;04;93S0000001;04088;FORCALQUIER;;0;;7;040780181;1;1;;Avenu;Docteur Eugène BERNARD;;04300;FORCALQUIER;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;040000077;HOPITAL LOCAL SAINTE ANNE DE JAUSIERS;;040780199;04;13;1;106;PUB2;1;4;;0;26040004900011;93;04;93S0000001;04096;JAUSIERS;;;;7;040780199;1;1;;RUE;SAINTE ANNE;;04850;JAUSIERS;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;040000085;HOPITAL LOCAL LES MEES;;040780207;04;13;1;106;PUB2;1;5;;0;26040018900015;93;04;93S0000001;04116;LES MEES;;0;;7;040780207;1;1;4;R;PRES D'ASTRUC;;04190;LES MEES;;;;;;;;;;;;;;;;;;;260400189;26040018900015;;;0;0;;;;;;;;;
ID;2013;040000093;CENTRE HOSPITALIER DE MANOSQUE;;040780215;04;13;1;355;PUB2;1;4;;0;26040016300010;93;04;93S0000001;04112;MANOSQUE;;0;;7;040780215;1;1;;R;AUGUSTE GIRARD;BP 108;04101;MANOSQUE CEDEX;;;;;040001034;GIE MANOSCAN;040002339;GIE IRM;;Laboratoires SARL Manosque;;;;;;;;;;26040016300077;;;0;0;;;;;;;;;
ID;2013;040000119;HOPITAL LOCAL LUMIERE DE RIEZ;;040780231;04;13;1;106;PUB2;1;4;;0;26040011400013;93;04;93S0000001;04166;RIEZ;;0;;7;040780231;1;1;;PL;EMILE BOUTEUIL;BP 67;04500;RIEZ;;;;;;;;;;;;;;;;;;;;26040011400013;;;0;0;;;;;;;;;
ID;2013;040000127;Etablissement Public de Santé Vallée de la Blanche;;040780249;04;13;1;106;PUB2;1;5;;0;26040012200057;93;04;93S0000001;04205;SEYNE;;0;;7;040780249;1;1;;Route;de Saint PONS;;04140;SEYNE LES ALPES;;;;;;;;;;;;;;;;;;;260400122;26040012200057;;;0;1;;;;;;;;;
ID;2013;040000135;SITE DE SISTERON;;050002948;04;14;1;355;PUB2;1;5;;0;26050347900057;93;04;93S0000001;04209;SISTERON;;0;;7;050002948;2;2;4;AV;DE LA LIBERATION;BP 99;04203;SISTERON CEDEX;;;;;;;;;;;;;;;;;;;260503479;26050347900057;26050347900065;;0;0;;;;;;;;;
ID;2013;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;;040788879;04;13;1;355;PUB2;1;4;;0;26040358900013;93;04;93S0000001;04070;DIGNE-LES-BAINS;;0;;7;040788879;1;1;;QUA;SAINT CHRISTOPHE;BP 213;04003;DIGNE LES BAINS CEDEX;;;;;040787855;CENTRE HOSPITALIER DE DIGNE LES BAINS;040003212;CENTRE HOSPITALIER DE DIGNE LES BAINS;040001778;CENTRE HOSPITALIER DE DIGNE LES BAINS;;;;;;;;;260403589;;;;;0;;;;;;;;;
ID;2013;040002248;USLD DU CENTRE DES CARMES;;040000168;09;73;2;362;PLU9;0;5;5;0;00705004000018;93;04;93S0000001;04001;AIGLUN;;0;;6;;1;1;689;R;MARIUS AUTRIC;;04510;AIGLUN;;0;;;;;;;;;;;;;;;;;007050040;00705004000018;;;0;0;;;;;;;;;
ID;2013;040003113;AUTODIALYSE CH SISTERON;;330029208;07;75;2;146;PLU5;0;4;0;0;32224819600063;93;04;93S0000001;04209;SISTERON;;0;;6;330029208;1;1;4;AV;DE LA LIBERATION;;04200;SISTERON;;1;443357702;bbraun avitum france SAS;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;040780389;SA GEMAVI - CLINIQUE JEAN GIONO;;040000150;09;72;2;129;PLU4;0;4;5;0;34738828200035;93;04;93S0000001;04112;MANOSQUE;;0;;6;;2;1;81;BD;Charles de Gaulle;;04100;MANOSQUE;;1;478871817;GIE DOMUS CLINIQUES;;;;;;;;;;;;;;;347388282;34738828200035;;;0;0;;;;;;;;;
ID;2013;040780405;CENTRE DES CARMES;;040000168;09;73;2;109;PLU10;0;4;5;0;00705004000018;93;04;93S0000001;04001;AIGLUN;;0;;6;;1;1;689;R;MARIUS AUTRIC;;04510;AIGLUN;;0;;;;;;;;;;;;;;;;;007050040;00705004000018;;;0;0;;;;;;;;;
ID;2013;040780470;CLINIQUE TOUTES AURES;;040000192;09;73;2;128;PLU4;0;4;5;0;70685014600012;93;04;93S0000001;04112;MANOSQUE;;0;;6;;2;1;393;AV;DES SAVELS;;04100;MANOSQUE;;1;;;;;;;;;;;;;;;;;706850146;;;;;0;;;;;;;;;
ID;2013;040780488;CRF DE HAUTE PROVENCE L'EAU VIVE;;040000200;09;73;2;109;PLU10;0;4;5;0;00705007300019;93;04;93S0000001;04222;TURRIERS;;0;;6;;1;1;;;LE VILLAGE;;04250;TURRIERS;;0;;;;;;;;;;;;;;;;;389342379;38934237900010;;;0;0;;;;;;;;;
ID;2013;040780520;SOINS DE SUITE LE VERDON;;920000395;09;73;2;109;PLU10;0;4;5;0;34117411801170;93;04;93S0000001;04094;GREOUX-LES-BAINS;;;;6;;1;1;;RTE;DE RIEZ;BP 13;04800;GREOUX LES BAINS;;1;341174118;MEDICA FRANCE;;;;;;;;;;;;;;;341174118;34117411801170;;;0;0;;;;;;;;;
ID;2013;040782021;UGECAM CENTRE MEDICAL LE COUSSON;;130037815;09;40;3;109;PNL10;6;1;4;0;43017105800166;93;04;93S0000001;04070;DIGNE-LES-BAINS;;0;;6;;1;1;;RTE;DE NICE;;04000;DIGNE LES BAINS;;1;130037815;UGECAM PACA ET CORSE;;;;;;;;;;;;;;;430171058;43017105800166;;;0;0;;;;;;;;;
ID;2013;040784860;HEMODIALYSE DES ALPES TOUTES AURES;;330029208;07;75;2;141;PLU5;0;1;0;0;32224819600063;93;04;93S0000001;04112;MANOSQUE;;0;;6;330029208;1;1;;;BOITE POSTALE N° 237;;04102;MANOSQUE CEDEX 02;;1;443357702;bbraun avitum france SAS;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;040787541;AUTODIALYSE CH CHARLES ROMIEU;;330029208;07;75;2;146;PLU5;0;4;0;0;32224819600063;93;04;93S0000001;04070;DIGNE-LES-BAINS;;0;;6;330029208;1;1;;QUA;ST CHRISTOPHE;;04000;DIGNE LES BAINS;;1;443357702;bbraun avitum france SAS;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;050000041;CENTRE MEDICAL RHONE AZUR;;130037815;09;40;3;109;PNL10;6;4;4;0;43017105800174;93;05;93S0000002;05023;BRIANCON;;;;6;;1;1;70;RTE;DE GRENOBLE;;05105;BRIANCON CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;050000058;CENTRE MEDICAL RIO VERT;Centre Médical RIO VERT;050000033;09;60;3;109;PNL10;6;1;1;0;32013003200016;93;05;93S0000002;05162;LA SAULCE;;;;6;;1;1;650;AV;MARSEILLE;;05110;LA SAULCE;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;050000066;CENTRE MEDICAL LA SOURCE;;050000082;09;73;2;109;PLU10;0;5;0;0;38595018300017;93;05;93S0000002;05149;SAINT-LEGER-LES-MELEZES;;0;;6;;1;1;;;;;05260;ST LEGER LES MELEZES;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;050000090;POLYCLINIQUE DES ALPES DU SUD;LES AUROUZES;050006931;09;73;2;365;PLU4;0;4;5;0;42480931700029;93;05;93S0000002;05061;GAP;;0;;5;;2;1;3-5;Rue;ANTONIN CORONAT;;05000;GAP;;0;;;;;;;;;;;;;;;;;424809317;42480931700029;;;;0;;;;;;;;;
ID;2013;050000132;CH BUECH DURANCE SIEGE;;050007145;04;11;1;355;PUB2;1;4;;0;20003015300015;93;05;93S0000002;05070;LARAGNE-MONTEGLIN;;0;;7;050007145;1;1;;R;DU DR PROVANSAL;;05300;LARAGNE MONTEGLIN;;;;;;;;;;;;;;;;;;;200030153;20003015300015;;;0;0;;;;;;;;;
ID;2013;050000223;HOPITAL LOCAL D'AIGUILLES;;050000108;04;13;1;106;PUB2;1;4;;0;26050003800013;93;05;93S0000002;05003;AIGUILLES;;;;7;050000108;1;1;;R;SAINT JACQUES;;05470;AIGUILLES;;;;;;;;;;;;;;;;;;;260500038;;;;;0;;;;;;;;;
ID;2013;050000231;CH DES ESCARTONS DE BRIANCON;;050000116;04;13;1;355;PUB2;1;4;;0;26050004600016;93;05;93S0000002;05023;BRIANCON;;0;;7;050000116;1;1;24;AV;ADRIEN DAURELLE;;05105;BRIANCON CEDEX;;;;;050003128;GIE SCANNER DU BRIANCONNAIS;;;;;;;;;;;;;260500046;;;;0;0;;;;;;;;;
ID;2013;050000256;CENTRE HOSPITALIER D'EMBRUN;;050000124;04;13;1;355;PUB2;1;5;;0;26050005300012;93;05;93S0000002;05046;EMBRUN;;0;;7;050000124;1;1;8;R;PIERRE ET MARIE CURIE;;05200;EMBRUN;;;;;;;;;;;;;;;;;;;260500053;26050005300012;;;0;0;;;;;;;;;
ID;2013;050000298;LA GUISANE;;050000496;09;70;2;109;PLU10;0;4;5;0;32595296800023;93;05;93S0000002;05183;VILLAR-SAINT-PANCRACE;;0;;6;;1;1;;Rue;CROIX DE BRETAGNE;;05100;VILLAR ST PANCRACE;;0;;;;;;;;;;;;;;;;;325952968;32595296800023;;;0;0;;;;;;;;;
ID;2013;050000306;LES HIRONDELLES;SAS;050000538;09;75;2;109;PLU10;0;1;5;0;38655008100015;93;05;93S0000002;05183;VILLAR-SAINT-PANCRACE;;0;;6;;1;1;17;R;DE LA MAISONNETTE;;05100;VILLAR ST PANCRACE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;050000330;CHABRE COURT SEJOUR SSR;;050007145;04;11;1;355;PUB2;1;4;;0;20003015300015;93;05;93S0000002;05070;LARAGNE-MONTEGLIN;;0;;7;050007145;1;1;;PL;DES AIRES;;05300;LARAGNE MONTEGLIN;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;050000348;SITE DE GAP;;050002948;04;14;1;355;PUB2;1;4;;0;26050347900016;93;05;93S0000002;05061;GAP;;0;;7;050002948;2;2;1;PL;AUGUSTE MURET;BP 101;05007;GAP CEDEX;;;;;;;;;;;;;;;;;;;260503479;26050347900016;26050347900040;;0;0;;;;;;;;;
ID;2013;050000371;LES JEUNES POUSSES;SARL UGARIT SANTE;050003508;09;72;2;109;PLU10;0;4;5;0;49066832400018;93;05;93S0000002;05023;BRIANCON;;0;;6;;1;1;34 A;AV;DE LA REPUBLIQUE;;05100;BRIANCON;;0;;;;;;;;;;;;;;;;;;49066832400018;;;0;0;;;;;;;;;
ID;2013;050000454;LE FUTUR ANTERIEUR;;050000645;15;73;2;161;PLU7;0;4;0;0;32529250600012;93;05;93S0000002;05046;EMBRUN;;0;;6;;1;1;;RTE;DE CHALVET;;05200;EMBRUN;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;050000462;VAL PRE VERT;;050000660;09;60;3;109;PNL10;6;1;1;0;78241964200015;93;05;93S0000002;05001;ABRIES;;1;050000462;6;;1;1;;;LE SAINT LAURENT;;05460;ABRIES;;;;;;;;;;;;;;;;;;;;;78241964200049;;0;0;;;;;;;;;
ID;2013;050000488;CTRE DES MALADIES RESPIRATOIRES ET ALLERGIQUES;CTRE DES MALADIES RESPIRATOIRES ET ALLERGIQUES;050000678;09;73;2;109;PLU10;0;4;5;0;38705011500014;93;05;93S0000002;05023;BRIANCON;;0;;6;;1;1;46;RTE;DE GRENOBLE;BP 29;05107;BRIANCON CEDEX;;0;;;;;;;;;;;;;;;;;387050115;38705011500014;;;0;0;;;;;;;;;
ID;2013;050000512;CENTRE DE SOINS DE SUITE BONNEDONNE;;050000942;09;60;3;109;PNL10;6;4;1;0;42979516400012;93;05;93S0000002;05145;SAINT-JEAN-SAINT-NICOLAS;;;;3;;1;1;;PONT;DU FOSSE;;05260;ST JEAN ST NICOLAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ID;2013;050000637;CENTRE MEDICAL MONTJOY;;050001163;09;75;2;109;PLU10;0;4;5;0;35400455800012;93;05;93S0000002;05023;BRIANCON;;0;;6;;1;1;52;RTE;DE GRENOBLE (A);;05100;BRIANCON;;1;341174118;SA;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;050000991;CENTRE MEDICAL CHANT'OURS;Fondation Edith Seltzer;050000546;09;63;3;109;PNL10;6;1;1;0;78242485700012;93;05;93S0000002;05023;BRIANCON;;0;;6;;1;1;118;RTE;DE GRENOBLE;;05107;BRIANCON CEDEX;;0;;;;;;;;;;;;;;;;;782424857;78242485700012;;;0;0;;;;;;;;;
ID;2013;050001064;CENTRE MEDICAL LA DURANCE;;050000561;09;60;3;109;PNL10;6;1;1;0;38645038100010;93;05;93S0000002;05170;TALLARD;;0;;6;;1;1;;QUA;LES BOULONGEONS;;05130;TALLARD;;0;;;;;;;;;;;;;;;;;386450381;;;;;0;;;;;;;;;
ID;2013;050002351;CENTRE MEDICAL RHONE AZUR;;130037815;09;40;3;109;PNL10;6;1;4;0;43017105800174;93;05;93S0000002;05061;GAP;;;;6;;1;1;2;;Des Peupliers;Les Aurouzes;05000;GAP;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;050003359;UNITE DE DIALYSE MEDICALISEE AGDUC;SITE CH DES ESCARTONS;380793802;07;60;3;146;PNL5;6;5;1;0;30270104000230;93;05;93S0000002;05023;BRIANCON;;0;;6;380793802;1;1;26;AV;ADRIEN DAURELLE;;05105;BRIANCON CEDEX;;0;;;;;;;;;;;;;;;;;302701040;;;;0;0;;;;;;;;;
ID;2013;050006022;UNITE D'AUTODIALYSE AGDUC ADRET;CH GAP;380793802;07;60;3;146;PNL5;6;5;1;0;30270104000016;93;05;93S0000002;05061;GAP;;0;;6;380793802;1;1;;QUA;DE L'ADRET;;05000;GAP;;0;;;;;;;;;;;;;;;;;302701040;;;;0;0;;;;;;;;;
ID;2013;050006436;MEDECINE GERIATRIQUE SITE GAP ADRET;;050002948;04;14;1;355;PUB2;1;9;;0;26050347900024;93;05;93S0000002;05061;GAP;;0;;7;050002948;2;2;;R;GEORGES POUGET;;05007;GAP CEDEX;;;;;;;;;;;;;;;;;;;260503479;26050347900024;26050347900032;26050347900099;0;0;;;;;;;;;
ID;2013;050007368;GCS HAD DES ALPES DU SUD;;050007343;09;89;3;697;PNL10;7;5;5;0;75248777700019;93;05;93S0000002;05061;GAP;;0;;6;;1;1;62;A;Avenue de provence;;05000;GAP;;0;;;;;;;;;;;;;;;;;752487777;75248777700019;;;0;0;;;;;;;;;
ID;2013;060000163;HOPITAL LOCAL ST MAUR ST ETIENNE TINEE;;060780327;04;13;1;106;PUB2;1;4;;0;26060010100018;93;06;93S0000003;06120;SAINT-ETIENNE-DE-TINEE;;0;;7;060780327;1;1;3;R;DROITE;;06660;ST ETIENNE DE TINEE;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;060000296;LA MAISON DU MINEUR;;060780640;09;60;3;109;PNL10;6;1;1;0;30483906100013;93;06;93S0000003;06157;VENCE;;0;;6;;1;1;577;AV;HENRI GIRAUD;;06140;VENCE;AVENUE HENRI GIRAUD;0;;;;;;;;;;;;;;;;;304839061;;;;0;0;;;;;;;;;
ID;2013;060000304;CENTRE HOSPITALIER DE BREIL SUR ROYA;;060780657;04;13;1;106;PUB2;1;4;;0;26060002800013;93;06;93S0000003;06023;BREIL-SUR-ROYA;;0;;7;060780657;1;1;2;R;CORDIER;;06540;BREIL SUR ROYA;;;;;;;;;;;;;;;;;;;;26060002800013;;;0;0;;;;;;;;;
ID;2013;060000411;HL DU PAYS DE LA ROUDOULE A PUGET;;060780780;04;13;1;106;PUB2;1;1;;0;26060006900017;93;06;93S0000003;06099;PUGET-THENIERS;;0;;7;060780780;1;1;;;QUARTIER LA CONDAMINE;;06260;PUGET THENIERS;;;;;;;;;;;;;;;;;;;260600069;26060006900017;;;0;0;;;;;;;;;
ID;2013;060000445;CTRE REEDUC CARDIO RESP VAL GORBIO;;060780814;04;11;1;355;PUB2;1;4;;0;26060068900012;93;06;93S0000003;06083;MENTON;;0;;7;060780814;1;1;;;VAL DE GORBIO;BP 139;06504;MENTON CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;060000478;CENTRE HOSPITALIER DE GRASSE;;060780897;04;13;1;355;PUB2;1;5;;0;26060017600010;93;06;93S0000003;06069;GRASSE;;0;;7;060780897;1;2;;CHE;DE CLAVARY;BP 53149;06135;GRASSE CEDEX;;;;;060003118;GIE GRASCANNER;;;;;;;;;;;;;260600176;;;;0;0;;;;;;;;;
ID;2013;060000486;HOPITAL LOCAL SAINT ELOI DE SOSPEL;;060780905;04;13;1;106;PUB2;1;1;;0;26060011900010;93;06;93S0000003;06136;SOSPEL;;0;;7;060780905;1;1;;PL;SAINT FRANCOIS;;06380;SOSPEL;;;;;;;;;;;;;;;;;;;260600119;;;;0;0;;;;;;;;;
ID;2013;060000494;HOPITAL LOCAL SAINT LAZARE DE TENDE;;060780921;04;13;1;106;PUB2;1;5;;0;26060013500057;93;06;93S0000003;06163;TENDE;;0;;7;060780921;1;1;;;QUARTIER SPEGGI;;06430;TENDE;ROUTE NATIONALE 204;;;;;;;;;;;;;;;;;;260600135;26060013500057;;;0;0;;;;;;;;;
ID;2013;060000510;CH D'ANTIBES JUAN LES PINS;;060780954;04;13;1;355;PUB2;1;4;;0;26060015000015;93;06;93S0000003;06004;ANTIBES;;0;;7;060780954;1;1;107;RTE;de Nice;;06600;ANTIBES;QUARTIER LA FONTONNE;;;;060013968;GIE IRM;;;;;;;;;;;;;260600150;26060015000015;;;0;0;;;;;;;;;
ID;2013;060000528;CENTRE ANTOINE LACASSAGNE;;060780962;18;61;3;131;PNL6;6;1;2;0;78259658900013;93;06;93S0000003;06088;NICE;;;;6;060780962;2;1;36;AV;DE VALOMBROSE;;06189;NICE CEDEX 2;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;060000536;HOPITAUX DE LA VESUBIE;;060006889;04;14;1;106;PUB2;1;4;;0;26060331100051;93;06;93S0000003;06103;ROQUEBILLIERE;;;;7;060006889;1;1;;BD;DOCTEUR RENE ROQUES;;06450;ROQUEBILLIERE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;060000544;CH PIERRE NOUVEAU CANNES;;060780988;04;13;1;355;PUB2;1;4;;0;26060020000018;93;06;93S0000003;06029;CANNES;;0;;7;060780988;1;1;15;AV;DES BROUSSAILLES;CS 50008;06414;CANNES CEDEX;;;;;060000544;;060794021;GIE - GIMBC (IRM);;GIE - IMPPGC (Scanner);;;;;;;;;;26060020000018;;;;0;;;;;;;;;
ID;2013;060000551;CENTRE DE LONG SEJOUR;;060781010;04;13;1;362;PUB9;1;4;;0;26060018400014;93;06;93S0000003;06155;VALLAURIS;;0;;7;060781010;1;1;;PL;ST ROCH;BP 249;06227;VALLAURIS CEDEX;;;;;;;;;;;;;;;;;;;;26060018400014;;;;0;;;;;;;;;
ID;2013;060001450;HOPITAL SAINT ROCH DU CHU DE NICE;;060785011;04;15;1;101;PUB1;1;4;;0;26060070500016;93;06;93S0000003;06088;NICE;;;;7;060785011;2;1;5;R;PIERRE DEVOLUY;CS 81319;06006;NICE CEDEX 1;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;060002102;CH LA PALMOSA DE MENTON;;060791761;04;13;1;355;PUB2;1;5;;0;26060021800010;93;06;93S0000003;06083;MENTON;;0;;7;060791761;1;1;2;AV;ANTOINE PEGLION;BP 189;06507;MENTON CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;060005469;Clinique L'Oliveraie des Cayrons;GROUPE ORPEA;750043994;09;75;2;109;PLU10;0;4;5;0;30116075000131;93;06;93S0000003;06157;VENCE;;0;;6;;1;2;275;CHE;de la Tour;;06140;VENCE;;1;401251566;ORPEA;;;;;;;;;;;;;;;;30116075000131;;;0;0;;;;;;;;;
ID;2013;060006558;HAD A.TZANCK;UNISAD;060798865;09;60;3;127;PNL10;7;5;1;0;32671295700074;93;06;93S0000003;06123;SAINT-LAURENT-DU-VAR;;0;;6;;1;1;;AV;DOC MAURICE DONAT;;06721;ST LAURENT DU VAR CEDEX;;0;;;;;;;;;;;;;;;;;;32671295700074;;;0;0;;;;;;;;;
ID;2013;060010188;CSR DOMUS VI WILSON;SITE CLINIQUE WILSON;060000221;09;75;2;109;PLU10;0;5;5;0;69692095800043;93;06;93S0000003;06004;ANTIBES;;0;;6;;1;1;26;AV;GASTON BOURGEOIS;;06600;ANTIBES;;1;;sa clinica;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;060010949;UNITE DE DIALYSE MEDICALISEE ANTIBES;SITE CH ANTIBES;060790540;07;60;3;146;PNL5;7;5;5;0;33857462700083;93;06;93S0000003;06004;ANTIBES;;0;;6;060790540;1;1;103;;Ter Avenue de Nice;;06600;ANTIBES;;0;;;;;;;;;;;;;;;;;538511163;;53851116300023;;0;0;;;;;;;;;
ID;2013;060015328;MECS LES AIRELLES;;060015278;09;72;2;109;PLU10;0;5;5;0;38655028900022;93;06;93S0000003;06069;GRASSE;;0;;6;;1;1;29;RTE;DE CANNES;BP 31045;06130;GRASSE;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;060019213;SLD TIERS TEMPS LE CANNET;;060005188;09;75;2;362;PLU9;0;4;0;0;32781357200044;93;06;93S0000003;06030;LE CANNET;;0;;6;;1;1;29;AV;DOLCE FARNIENTE;;06110;LE CANNET;;0;;;;;;;;;;;;;;;;;327813572;32781357200044;;;0;0;;;;;;;;;
ID;2013;060019288;GCS HOPITAUX PEDIATRIQUES NICE CHU LENVAL;;060017019;09;89;3;696;PNL10;6;1;0;0;52297795800019;93;06;93S0000003;06088;NICE;;0;;6;;1;1;57;;DE LA CALIFORNIE;;06200;NICE;;0;;;;;;;;;;;;;;;;;;;;;0;1;;1;;060780947;;;;;
